Timestamp,SF_Product_Name,BU,Revenue,Quantity,Open_Opportunities,New_Quotes,Revenue_new_orders,Quantity_new_orders
10/1/2022,Flooring,D300,5946741,94,94,25,1176000,25
10/1/2022,Halogen- Ceiling Mounted Light- CEML,D200,14712,6,1,0,0,0
10/1/2022,Halogen- Console Mount for Procenter Unit- 153818-004 /153818-005,D200,147393,83,2,0,0,0
10/1/2022,HEINE BP G5 - M-000-09-230-166,D100,840,20,1,0,0,0
10/1/2022,HEINE BP XXL - M-000-09-323-166,D100,3516,20,2,0,0,0
10/1/2022,HEINE Desktop - A-832-23-420-166,D100,25778,28,3,0,0,0
10/1/2022,HEINE Desktop - A-832-24-420-166,D100,10220,10,1,0,0,0
10/1/2022,HEINE Desktop - A-853-23-420-166,D100,90804,89,7,1,1026,1
10/1/2022,HEINE Desktop - A-853-24-420-166,D100,597462,576,24,1,17617,16
10/1/2022,HEINE Desktop - A-879-23-420-166,D100,17054,21,2,0,0,0
10/1/2022,HEINE System - A‐095-12-930‐166,D100,1839294,1676,43,8,293990,254
10/1/2022,HEINE System - A‐095-12‐931‐166,D100,452086,494,14,3,41832,43
10/1/2022,HEINE System - A‐095-12-932‐166,D100,89248,108,3,1,2728,3
10/1/2022,HEINE System - A‐095-12-933‐166,D100,16296,24,2,1,12222,18
10/1/2022,HEINE Wall - A-095-12-204-166,D100,183671,239,12,0,0,0
10/1/2022,HEINE Wall - A-095-12-205-166,D100,38253,48,3,0,0,0
10/1/2022,HEINE Wall - A-095-12-208-166,D100,897366,1030,48,0,0,0
10/1/2022,HEINE Wall - A-095-12-209-166,D100,361877,416,9,0,0,0
10/1/2022,HEINE Wall - A-095-12-210,D100,83975,124,4,0,0,0
10/1/2022,Imaging - EOIS 2D  w/Ceph,D200,158685,5,5,2,41246,2
10/1/2022,Imaging - EOIS 2D Pan,D200,319999,15,15,3,67296,3
10/1/2022,Imaging - Preva,D200,3086814,883,151,15,239946,66
10/1/2022,Imaging - Preva Plus,D200,137708,15,3,0,0,0
10/1/2022,Imaging - Sensor,D200,47105,7,3,0,0,0
10/1/2022,Instrument Processing - M11,D100,868866,172,72,9,207368,39
10/1/2022,Instrument Processing - M11,D200,2148522,601,182,19,162755,33
10/1/2022,Instrument Processing - M3,D200,7053,2,2,0,0,0
10/1/2022,Instrument Processing - M9,D100,190483,44,16,4,125230,28
10/1/2022,Instrument Processing - M9,D200,265850,76,6,0,0,0
10/1/2022,IQecg - 4 000 0062,D100,6070330,1531,133,10,1391370,348
10/1/2022,IQvitals - 4 000 0500,D100,108668,64,7,0,0,0
10/1/2022,IQvitals - 4 000 0510,D100,8394162,3039,136,10,695156,248
10/1/2022,IQvitals - 4 000 0620,D100,5946,2,1,0,0,0
10/1/2022,IQvitals - 4 000 0622,D100,24465,13,2,0,0,0
10/1/2022,IQvitals - 4 000 0624,D100,585482,188,11,2,17128,6
10/1/2022,IQvitals - 4 000 0722,D100,1845654,467,15,1,8098,2
10/1/2022,IQvitals - 4 000 0724,D100,3358584,828,74,2,70013,17
10/1/2022,IQVitals All Mount (3-009-0063),D100,33936,434,11,0,0,0
10/1/2022,IQVitals Mobile Cart - 3 004 2000,D100,7036,19,4,0,0,0
10/1/2022,LED- Cabinet Mounted Light- CBML-L,D200,146189,62,8,0,0,0
10/1/2022,LED- Ceiling Mounted Light- CEML-L,D200,821100,358,52,8,72061,30
10/1/2022,LED- Elevance Console Light- 153901-001 / 006,D200,12680,6,1,0,0,0
10/1/2022,LED- Elevance LR Light- 153901-002 / 007,D200,238218,113,26,5,48606,23
10/1/2022,LED- Elevance- Procenter Console Light- 153901-004 / 005,D200,4113,2,1,0,0,0
10/1/2022,LED- Elevance- Procenter LR Light- 153901-003 / 008,D200,605541,283,12,2,38515,18
10/1/2022,LED- Track Mounted Light TRML-L,D200,1001181,347,52,9,116900,40
10/1/2022,LED- Ultra Console Light,D200,36155,17,3,0,0,0
10/1/2022,LED- Ultra LR Light- 153915-002 / 004,D200,780825,425,67,8,48122,26
10/1/2022,LED- Wall Mounted Light- WAML-L,D200,503825,220,31,6,66403,29
10/1/2022,Lift Tables - All Models,D300,258686,65,36,11,62194,17
10/1/2022,LoFlo,D300,3595,2,2,0,0,0
10/1/2022,M11-043,D300,138903,31,26,3,13751,3
10/1/2022,M2,D100,403622,423,13,2,36053,36
10/1/2022,M4,D100,975691,933,27,1,16691,15
10/1/2022,M5,D100,638225,534,6,1,182377,149
10/1/2022,Manual Stool,D300,2803,18,3,0,0,0
10/1/2022,MDS Services,D100,6306404,159,159,16,289109,16
10/1/2022,MDS Services,D300,647874,18,18,8,216516,8
10/1/2022,Midmark Complete - All Models,D300,535905,33,29,14,258064,15
10/1/2022,Midmark Digital Spirometer - USB version,D100,23993,11,5,0,0,0
10/1/2022,Mobile True Definition Scanner,D200,12595,1,1,0,0,0
10/1/2022,MVP-1-Comfort-LED,D200,174216,21,3,0,0,0
10/1/2022,MVP-1-Trim-LED,D200,24888,3,1,0,0,0
10/1/2022,MVP-2-Trim-LED,D200,24888,3,1,0,0,0
10/1/2022,P1,D100,139304,88,6,0,0,0
10/1/2022,P2,D100,20902,14,4,0,0,0
10/1/2022,P3,D100,20754,18,1,1,20754,18
10/1/2022,Patient Support Rails (9A600001),D100,15658,31,2,2,15658,31
10/1/2022,Patient Support Rails + (9A600002),D100,273652,1082,41,1,0,30
10/1/2022,Pivoting Work Surface and Asst Unit- 153659-004,D200,831271,461,62,12,118657,65
10/1/2022,Pivoting Work Surface Only- 153659-003,D200,17216,20,4,0,0,0
10/1/2022,"Pivoting Work Surface, Assistant’s Unit and Procenter-153659-002",D200,1036253,264,52,5,48602,12
10/1/2022,PM-4,D200,6858,1,1,0,0,0
10/1/2022,"Procenter Assistant's Unit, Console and Cuspidors",D200,363929,408,46,3,13510,14
10/1/2022,Procenter LR or Console- 153600-001/002/003/020/021,D200,6137301,1148,188,21,506816,94
10/1/2022,Procenter Wall/ Side Cabinet Units- 153678,D200,185888,39,8,3,23401,5
10/1/2022,prod_18605,D200,30792,8,2,0,0,0
10/1/2022,prod_18606,D200,438979,105,11,1,67304,12
10/1/2022,Quick Clean - QC1-001,D100,849,1,1,1,849,1
10/1/2022,Quick Clean - QC1-001,D200,776,1,1,0,0,0
10/1/2022,Quick Clean - QC1-001,D300,3330,4,4,0,0,0
10/1/2022,Quick Clean - QC3-001,D100,14205,9,6,0,0,0
10/1/2022,Quick Clean - QC3-001,D200,130219,95,73,9,12180,9
10/1/2022,Quick Clean - QC3-001,D300,9390,6,6,0,0,0
10/1/2022,Quick Clean - QC3R-001,D100,2594,9,6,1,288,1
10/1/2022,Quick Clean - QC3R-001,D200,31009,20,11,2,9457,6
10/1/2022,Quick Clean - QC3R-001,D300,7543,3,2,1,2514,1
10/1/2022,Quick Clean - QC6-001,D100,2787,1,1,0,0,0
10/1/2022,Quick Clean - QC6-001,D200,78522,38,36,1,2058,1
10/1/2022,Quick Clean - QC6-001,D300,4176,2,2,0,0,0
10/1/2022,Quick Clean - QC6R-001,D100,2332,1,1,0,0,0
10/1/2022,Quick Clean - QC6R-001,D200,42400,16,11,1,2231,1
10/1/2022,Quick Clean - QC6R-001,D300,16429,7,5,1,2347,1
10/1/2022,Quiet Cottages - All Models,D300,1592943,259,36,12,282592,43
10/1/2022,Raintree - All Models,D300,1190938,178,43,12,271667,44
10/1/2022,Rear Storage Unit (9A638001),D100,0,27,1,0,0,0
10/1/2022,Sani-Kennels - All Models,D300,10760449,8161,184,53,1819198,1696
10/1/2022,Scavenger,D300,14442,13,11,3,3639,3
10/1/2022,Sodasorb,D300,374,4,1,1,374,4
10/1/2022,Software,D100,185386,362,7,1,125000,1
10/1/2022,Software - IQ Path Citrix,D100,189213,420,6,0,0,0
10/1/2022,Stainless Steel Cages - All Models,D300,1267335,3149,141,42,289696,855
10/1/2022,Stainless Steel Kennels - All Models,D300,1518979,866,113,32,283235,259
10/1/2022,Stainless Steel Tubs - All Models,D300,57706,23,19,6,16311,7
10/1/2022,Ultra-Base - All Models,D300,427063,269,18,8,108579,82
10/1/2022,UltraComfort Chair Only- 153592-001,D200,228486,53,7,0,0,0
10/1/2022,UltraComfort LR Chair- 153592-003,D200,598439,149,15,2,45836,12
10/1/2022,UltraTrim Chair Only- 153758-001,D200,438827,107,25,5,60709,15
10/1/2022,UltraTrim Console Chair- 153758-002,D200,495795,108,9,0,0,0
10/1/2022,UltraTrim LR Chair- 153758-003,D200,4417680,836,127,16,559611,100
10/1/2022,Units - Assistant - Elevance,D200,287112,52,13,4,113334,15
10/1/2022,V8101 EOIS 3D Small,D200,88771,6,6,0,0,0
10/1/2022,V8201 EOIS 3D Medium,D200,1315274,45,34,8,294821,19
10/1/2022,V8211 EOIS 3D Medium w/Ceph,D200,216240,3,3,0,0,0
10/1/2022,Vaporizer,D300,75158,72,18,4,11716,11
10/1/2022,Ventilator,D300,24372,6,2,0,0,0
10/1/2022,VF-5,D300,3994,10,1,0,0,0
10/1/2022,VME2,D300,1523,1,1,0,0,0
10/1/2022,VMS,D300,52250,23,8,3,16026,7
10/1/2022,VMS Plus,D300,169798,71,19,1,9649,4
10/1/2022,V-Top Surgery Table - All Models,D300,274112,95,48,11,49563,17
10/1/2022,Work Station Power Mount (PMXX),D100,0,49,6,0,0,0
10/1/2022,Zone Mobile Cart - 2 200 0072,D100,192236,410,22,2,3644,6
10/1/2022,Zone Wall Mount - 2 200 0082,D100,78587,119,3,0,0,0
11/1/2022,002-10064-00,D100,0,103,4,0,0,0
11/1/2022,002-1895-00,D300,83246,43,7,1,20498,10
11/1/2022,1-100-1603,D100,0,7,1,0,0,0
11/1/2022,120/130 Lights - All Models,D300,176811,62,20,6,47006,15
11/1/2022,203,D100,110908,109,6,1,10638,10
11/1/2022,204,D100,3770203,3344,198,33,615986,584
11/1/2022,224,D100,9245054,2371,165,32,1579381,397
11/1/2022,225,D100,14246772,2834,151,40,3011048,572
11/1/2022,225,D200,15792,3,1,0,0,0
11/1/2022,230,D100,1402006,172,62,15,380715,46
11/1/2022,230,D200,8276,1,1,0,0,0
11/1/2022,244,D100,970363,114,19,3,34819,4
11/1/2022,250 Exam Light,D300,1488,5,1,0,0,0
11/1/2022,253 - Medical,D100,1648709,1857,101,14,154344,161
11/1/2022,255 - Medical,D100,942020,402,58,9,83773,34
11/1/2022,255 LED Procedure Light,D300,410957,133,36,7,56323,19
11/1/2022,270,D100,8809,85,9,0,0,0
11/1/2022,272,D100,1001126,7201,304,48,164061,1148
11/1/2022,273,D100,217600,1178,65,8,35129,184
11/1/2022,274,D100,36504,166,10,0,0,0
11/1/2022,275,D100,10325,34,5,1,1222,4
11/1/2022,276,D100,765981,1905,39,3,21670,52
11/1/2022,277,D100,344759,660,12,1,6441,12
11/1/2022,278,D100,7786,9,1,0,0,0
11/1/2022,279,D100,38556,60,2,0,0,0
11/1/2022,280,D100,1372184,5169,194,35,261380,901
11/1/2022,281,D100,36455,61,14,2,3624,6
11/1/2022,282,D100,227957,663,38,8,39895,106
11/1/2022,4-000-0028,D100,7382,3,1,0,0,0
11/1/2022,425,D100,325729,661,17,6,169892,335
11/1/2022,5860,D300,516385,225,61,16,150847,62
11/1/2022,6211,D100,12476,12,1,1,12476,12
11/1/2022,6212,D100,4268829,3741,90,21,612318,514
11/1/2022,6213,D100,674680,420,18,1,6126,5
11/1/2022,6214,D100,536318,677,67,4,29298,36
11/1/2022,6215,D100,2213800,2712,127,36,423327,502
11/1/2022,6216,D100,271226,311,3,0,0,0
11/1/2022,6217,D100,69900,75,1,0,0,0
11/1/2022,6218,D100,93987,122,4,2,8149,10
11/1/2022,6219,D100,923977,379,6,2,735516,205
11/1/2022,626 Non Scale Wired,D100,21298638,3593,179,37,4586307,737
11/1/2022,626 Scale Wired,D100,13176470,1836,55,6,861375,125
11/1/2022,626 Scale Wireless,D100,28313212,3785,216,11,832089,106
11/1/2022,6282,D100,1322302,1468,33,5,162684,173
11/1/2022,6282,D200,6490,7,2,0,0,0
11/1/2022,6282,D300,940,1,1,0,0,0
11/1/2022,6283,D100,58907,49,3,2,51694,43
11/1/2022,630,D100,8890965,884,160,27,917549,88
11/1/2022,640,D100,127214,50,8,1,5147,2
11/1/2022,641,D100,2242932,212,42,6,450862,42
11/1/2022,641,D200,10735,1,1,0,0,0
11/1/2022,641- Standard,D200,687516,71,24,5,137739,14
11/1/2022,641- With Rotation,D200,175388,17,8,0,0,0
11/1/2022,646,D100,10268,2,1,1,10268,2
11/1/2022,647,D100,600473,90,23,5,87249,13
11/1/2022,647,D200,6711,1,1,0,0,0
11/1/2022,8000-008,D300,55764,8,5,2,34826,5
11/1/2022,8000-008S,D300,218808,29,21,3,30727,4
11/1/2022,8012,D300,510720,584,118,40,170081,175
11/1/2022,8014,D300,10587,5,2,0,0,0
11/1/2022,8015,D300,5332,2,1,0,0,0
11/1/2022,8019,D300,614137,121,43,16,180820,35
11/1/2022,95,D100,21604,41,5,1,13009,24
11/1/2022,Air Lift Stool,D300,8174,37,8,2,2649,14
11/1/2022,Air/Vac - Comp P21,D200,24349,7,3,1,17791,5
11/1/2022,Air/Vac - Comp P22,D200,14111,4,4,0,0,0
11/1/2022,Air/Vac - Comp P32,D200,205798,44,38,3,39904,8
11/1/2022,Air/Vac - Comp P52,D200,537875,97,77,5,28660,5
11/1/2022,Air/Vac - Comp P72,D200,967767,129,93,7,55451,7
11/1/2022,Air/Vac - GV G10,D200,361455,24,24,2,31238,2
11/1/2022,Air/Vac - GV G14,D200,219384,13,12,0,0,0
11/1/2022,Air/Vac - GV G3,D200,207448,28,23,1,7702,1
11/1/2022,Air/Vac - GV G5,D200,637648,72,52,7,136430,15
11/1/2022,Air/Vac - GV G6,D200,189079,14,9,2,55301,4
11/1/2022,Air/Vac - GV G7,D200,631988,61,40,2,21242,2
11/1/2022,Air/Vac - PV P10,D200,88031,7,3,0,0,0
11/1/2022,Air/Vac - PV P3,D200,93146,15,11,1,31544,5
11/1/2022,Air/Vac - PV P5,D200,40615,5,5,0,0,0
11/1/2022,Air/Vac - PV P6,D200,120115,11,3,0,0,0
11/1/2022,Air/Vac - PV P7,D200,162815,17,15,1,10105,1
11/1/2022,Air/Vac - WR CV10R,D200,19785,5,5,0,0,0
11/1/2022,Air/Vac - WR CV3R,D200,1942,1,1,0,0,0
11/1/2022,Air/Vac - WR CV5,D200,1671,1,1,0,0,0
11/1/2022,Air/Vac - WR CV5R,D200,4294,2,2,0,0,0
11/1/2022,Air/Vac - WR CV6R,D200,54365,18,10,1,3527,1
11/1/2022,Asepsis 21 Doctor’s Cart- 153740-002,D200,41335,17,3,0,0,0
11/1/2022,Asepsis 21 Duo Cart- 153740-003,D200,28443,8,2,0,0,0
11/1/2022,Asepsis 21 International Instrument Delivery Systems,D200,59294,12,3,0,0,0
11/1/2022,Asepsis 21 Rear Delivery- KSRD-CM / CMA,D200,21247,10,2,0,0,0
11/1/2022,Asepsis 21 Traditional Instrument Delivery- 153600-010/ 011,D200,2438908,586,84,7,146738,33
11/1/2022,"Bien-Air 1:1 NOVA MicroSeries Contra Angle, Blue Low Speed",D200,100985,95,8,1,11693,11
11/1/2022,"Bien-Air 1:5 NOVA MicroSeries Contra Angle, Red High Speed",D200,91418,86,8,1,11693,11
11/1/2022,Bien-Air Low and High Speed NOVA MicroSeries Contra Angle Bundle,D200,29220,15,1,0,0,0
11/1/2022,Bien-Air Low and High Speed NOVA MicroSeries Contra Angle Bundle with Straight,D200,50468,22,3,0,0,0
11/1/2022,Bien-Air Lubricare 2 Handpiece Maintenance System,D200,35994,14,10,1,2571,1
11/1/2022,Bien-Air Lubrifluid Handpiece Lubricant (Box of 6 Cans),D200,1380,4,3,0,0,0
11/1/2022,Bien-Air MX2 Plus LED Micromotor,D200,976,1,1,0,0,0
11/1/2022,"Bien-Air MX2+ LED, Dual Motor System, Elevance WHIP Factory Install",D200,71764,22,4,0,0,0
11/1/2022,"Bien-Air MX2+ LED, Dual Motor System, Procenter 12:00 Factory Install",D200,22834,7,1,0,0,0
11/1/2022,"Bien-Air MX2+ LED, Dual Motor System, Procenter L/R and Side Factory Install",D200,192458,59,10,1,35882,11
11/1/2022,"Bien-Air MX2+ LED, Dual Motor System, Procenter L/R and Side Field Install",D200,32620,10,2,0,0,0
11/1/2022,"Bien-Air MX2+ LED, Single Motor System, Elevance WHIP Factory Install",D200,23056,11,3,0,0,0
11/1/2022,"Bien-Air MX2+ LED, Single Motor System, Procenter 12:00 Factory Install",D200,37728,18,4,0,0,0
11/1/2022,"Bien-Air MX2+ LED, Single Motor System, Procenter 12:00 Field Install",D200,73360,35,3,0,0,0
11/1/2022,"Bien-Air MX2+ LED, Single Motor System, Procenter L/R and Side Factory Install",D200,104800,50,5,1,10480,5
11/1/2022,"Bien-Air MX2+ LED, Single Motor System, Procenter L/R and Side Field Install",D200,25152,12,3,2,23056,11
11/1/2022,Bien-Air Spraynet Disinfectant Cleaner (Box of 6 Cans),D200,345,1,1,0,0,0
11/1/2022,Cabinetry - Animal Health,D300,17899052,83782,242,75,4157409,75
11/1/2022,Casework - Medical,D100,59311610,810,642,68,4320579,164
11/1/2022,Client Side Chair,D300,75688,178,10,3,38540,77
11/1/2022,CMDT-45,D300,27732,3,2,0,0,0
11/1/2022,CMDT-60,D300,135349,15,12,0,0,0
11/1/2022,CMDT-WS-60,D300,50554,4,3,0,0,0
11/1/2022,CMWO,D300,68247,11,4,2,12726,2
11/1/2022,CMWS,D300,223835,30,18,4,54535,7
11/1/2022,Containment Installation,D300,1481108,48,48,10,430593,10
11/1/2022,C-STAT5,D300,87528,39,22,11,43402,19
11/1/2022,Data Logger,D200,7408,13,6,1,570,1
11/1/2022,DC Generator - All Models,D300,49064,6,5,2,16355,2
11/1/2022,Dental Casework - Artizan Expressions Operatory,D200,17056241,30354,295,49,2439577,65
11/1/2022,Dental Casework - Synthesis Operatory,D200,14440505,285,281,22,858527,22
11/1/2022,Dental Lighting - 255,D200,184498,72,19,4,30785,12
11/1/2022,Dental Operators Stool,D300,2638,5,2,1,1579,3
11/1/2022,Dental Stools - Assistant's,D200,643002,1440,235,15,37044,89
11/1/2022,Dental Stools - Dentist's,D200,624667,1616,245,19,42395,116
11/1/2022,DR Sensor - All Models,D300,10663,1,1,0,0,0
11/1/2022,Elevance Chair Only- 153810-001,D200,1191183,173,40,1,35139,5
11/1/2022,Elevance Console Chair- 153810-002,D200,122470,18,5,0,0,0
11/1/2022,Elevance Continental- 153800-020/021,D200,278144,44,5,0,0,0
11/1/2022,Elevance LR Chair- 153810-003,D200,6436878,929,149,15,562216,80
11/1/2022,Flat Top Surgery Table - All Models,D300,16686,7,5,1,2874,1
11/1/2022,Flooring,D300,1341035,18,18,0,0,0
11/1/2022,Halogen- Ceiling Mounted Light- CEML,D200,14712,6,1,0,0,0
11/1/2022,Halogen- Console Mount for Procenter Unit- 153818-004 /153818-005,D200,147393,83,2,0,0,0
11/1/2022,HEINE BP G5 - M-000-09-230-166,D100,840,20,1,0,0,0
11/1/2022,HEINE BP XXL - M-000-09-323-166,D100,3516,20,2,1,2180,12
11/1/2022,HEINE Desktop - A-832-23-420-166,D100,52704,55,7,4,23934,24
11/1/2022,HEINE Desktop - A-832-24-420-166,D100,10220,10,1,0,0,0
11/1/2022,HEINE Desktop - A-853-23-420-166,D100,89778,88,6,0,0,0
11/1/2022,HEINE Desktop - A-853-24-420-166,D100,536469,518,26,8,70469,64
11/1/2022,HEINE Desktop - A-879-23-420-166,D100,25790,31,3,2,9610,11
11/1/2022,HEINE System - A‐095-12-930‐166,D100,1292400,1150,42,7,156254,135
11/1/2022,HEINE System - A‐095-12‐931‐166,D100,366476,406,13,3,19457,20
11/1/2022,HEINE System - A‐095-12-932‐166,D100,89248,108,3,0,0,0
11/1/2022,HEINE System - A‐095-12-933‐166,D100,12222,18,1,0,0,0
11/1/2022,HEINE Wall - A-095-12-204-166,D100,188963,246,13,0,0,0
11/1/2022,HEINE Wall - A-095-12-205-166,D100,102007,128,5,3,73318,92
11/1/2022,HEINE Wall - A-095-12-208-166,D100,852684,979,45,6,182742,207
11/1/2022,HEINE Wall - A-095-12-209-166,D100,412356,471,12,3,50478,55
11/1/2022,HEINE Wall - A-095-12-210,D100,99631,146,6,3,24195,34
11/1/2022,Imaging - EOIS 2D  w/Ceph,D200,117439,4,4,0,0,0
11/1/2022,Imaging - EOIS 2D Pan,D200,467284,21,21,6,136785,6
11/1/2022,Imaging - Preva,D200,3069334,875,153,9,239946,66
11/1/2022,Imaging - Preva Plus,D200,137708,15,3,0,0,0
11/1/2022,Imaging - Sensor,D200,47105,7,3,0,0,0
11/1/2022,Instrument Processing - M11,D100,841352,166,70,7,116977,22
11/1/2022,Instrument Processing - M11,D200,2458850,664,196,12,88775,18
11/1/2022,Instrument Processing - M3,D200,7053,2,2,0,0,0
11/1/2022,Instrument Processing - M9,D100,181538,42,14,0,0,0
11/1/2022,Instrument Processing - M9,D200,306373,86,7,0,0,0
11/1/2022,IQecg - 4 000 0062,D100,6026666,1520,138,21,247888,62
11/1/2022,IQvitals - 4 000 0500,D100,103583,61,6,0,0,0
11/1/2022,IQvitals - 4 000 0510,D100,7866112,2850,135,23,664323,237
11/1/2022,IQvitals - 4 000 0620,D100,5946,2,1,0,0,0
11/1/2022,IQvitals - 4 000 0622,D100,24465,13,2,0,0,0
11/1/2022,IQvitals - 4 000 0624,D100,300015,88,10,0,0,0
11/1/2022,IQvitals - 4 000 0722,D100,1772770,449,16,3,52639,13
11/1/2022,IQvitals - 4 000 0724,D100,3486255,859,79,12,251222,61
11/1/2022,IQVitals All Mount (3-009-0063),D100,33936,434,11,1,0,29
11/1/2022,IQVitals Mobile Cart - 3 004 2000,D100,5397,14,2,0,0,0
11/1/2022,LED- Cabinet Mounted Light- CBML-L,D200,158545,67,8,0,0,0
11/1/2022,LED- Ceiling Mounted Light- CEML-L,D200,833110,349,54,6,98483,41
11/1/2022,LED- Elevance LR Light- 153901-002 / 007,D200,236105,112,26,1,6340,3
11/1/2022,LED- Elevance- Procenter Console Light- 153901-004 / 005,D200,14396,7,2,1,10283,5
11/1/2022,LED- Elevance- Procenter LR Light- 153901-003 / 008,D200,607680,284,12,1,6419,3
11/1/2022,LED- Track Mounted Light TRML-L,D200,993111,343,53,4,58450,20
11/1/2022,LED- Ultra Console Light,D200,36155,17,3,0,0,0
11/1/2022,LED- Ultra LR Light- 153915-002 / 004,D200,864295,470,73,7,86990,47
11/1/2022,LED- Wall Mounted Light- WAML-L,D200,467530,204,28,2,20608,9
11/1/2022,Lift Tables - All Models,D300,280867,72,40,8,54410,14
11/1/2022,LoFlo,D300,3595,2,2,0,0,0
11/1/2022,M11-043,D300,175975,39,34,13,68822,15
11/1/2022,M2,D100,133929,141,9,1,2003,2
11/1/2022,M4,D100,1061182,1058,32,5,214759,193
11/1/2022,M5,D100,907507,754,12,7,298658,244
11/1/2022,Manual Stool,D300,2803,18,3,1,1036,6
11/1/2022,MDS Services,D100,6239409,164,159,15,321515,15
11/1/2022,MDS Services,D300,1131954,28,28,11,314050,11
11/1/2022,Midmark Complete - All Models,D300,670482,41,34,8,187818,11
11/1/2022,Midmark Digital Spirometer - USB version,D100,17521,8,3,0,0,0
11/1/2022,Mobile True Definition Scanner,D200,12595,1,1,0,0,0
11/1/2022,MVP-1-Comfort-LED,D200,174216,21,3,0,0,0
11/1/2022,MVP-1-Trim-LED,D200,24888,3,1,0,0,0
11/1/2022,MVP-2-Trim-LED,D200,24888,3,1,0,0,0
11/1/2022,P1,D100,265944,168,8,1,47490,30
11/1/2022,P2,D100,20902,14,4,0,0,0
11/1/2022,P3,D100,54191,47,2,0,0,0
11/1/2022,Patient Support Rails (9A600001),D100,15658,20,1,0,0,0
11/1/2022,Patient Support Rails + (9A600002),D100,269752,1074,42,5,5000,54
11/1/2022,Pivoting Work Surface and Asst Unit- 153659-004,D200,877124,486,65,9,96751,53
11/1/2022,Pivoting Work Surface Only- 153659-003,D200,4292,5,2,0,0,0
11/1/2022,"Pivoting Work Surface, Assistant’s Unit and Procenter-153659-002",D200,1060555,270,52,2,68853,17
11/1/2022,PM-3,D200,5113,1,1,1,5113,1
11/1/2022,PM-4,D200,6858,1,1,0,0,0
11/1/2022,"Procenter Assistant's Unit, Console and Cuspidors",D200,362509,400,47,2,7720,8
11/1/2022,Procenter LR or Console- 153600-001/002/003/020/021,D200,6559389,1226,193,16,512208,95
11/1/2022,Procenter Wall/ Side Cabinet Units- 153678,D200,153127,32,6,0,0,0
11/1/2022,prod_18605,D200,30792,8,2,0,0,0
11/1/2022,prod_18606,D200,567979,128,11,0,0,0
11/1/2022,Quick Clean - QC1-001,D100,849,1,1,0,0,0
11/1/2022,Quick Clean - QC1-001,D200,776,1,1,0,0,0
11/1/2022,Quick Clean - QC1-001,D300,6010,7,7,3,2680,3
11/1/2022,Quick Clean - QC3-001,D100,18042,11,5,2,11481,7
11/1/2022,Quick Clean - QC3-001,D200,138338,101,78,5,9473,7
11/1/2022,Quick Clean - QC3-001,D300,12636,8,8,2,3245,2
11/1/2022,Quick Clean - QC3R-001,D100,2594,9,6,0,0,0
11/1/2022,Quick Clean - QC3R-001,D200,35737,23,14,1,1576,1
11/1/2022,Quick Clean - QC3R-001,D300,5029,2,2,1,2514,1
11/1/2022,Quick Clean - QC6-001,D100,5575,2,2,1,2787,1
11/1/2022,Quick Clean - QC6-001,D200,80580,39,37,2,4115,2
11/1/2022,Quick Clean - QC6-001,D300,2040,1,1,0,0,0
11/1/2022,Quick Clean - QC6R-001,D100,2332,1,1,0,0,0
11/1/2022,Quick Clean - QC6R-001,D200,46861,18,11,1,6693,3
11/1/2022,Quick Clean - QC6R-001,D300,14082,6,4,1,7041,3
11/1/2022,Quiet Cottages - All Models,D300,1671976,271,42,11,169683,26
11/1/2022,Raintree - All Models,D300,1568349,222,53,19,595986,73
11/1/2022,Sani-Kennels - All Models,D300,12996866,9511,232,61,2497349,2004
11/1/2022,Scavenger,D300,16315,14,12,1,1873,1
11/1/2022,Sodasorb,D300,374,4,1,0,0,0
11/1/2022,Software,D100,185386,362,7,0,0,0
11/1/2022,Software - IQ Path Citrix,D100,189213,420,6,0,0,0
11/1/2022,Stainless Steel Cages - All Models,D300,1577723,3673,184,67,467021,1077
11/1/2022,Stainless Steel Kennels - All Models,D300,1536155,993,132,48,422494,330
11/1/2022,Stainless Steel Tubs - All Models,D300,102634,41,29,12,46344,19
11/1/2022,Ultra-Base - All Models,D300,401756,245,21,5,47986,26
11/1/2022,UltraComfort Chair Only- 153592-001,D200,228486,53,7,0,0,0
11/1/2022,UltraComfort Console Chair- 153592-002,D200,20187,5,1,1,20187,5
11/1/2022,UltraComfort LR Chair- 153592-003,D200,650192,163,15,1,61115,16
11/1/2022,UltraTrim Chair Only- 153758-001,D200,402401,98,24,0,0,0
11/1/2022,UltraTrim Console Chair- 153758-002,D200,495795,108,9,0,0,0
11/1/2022,UltraTrim LR Chair- 153758-003,D200,4602947,862,132,13,307786,55
11/1/2022,Units - Assistant - Elevance,D200,279556,37,11,0,0,0
11/1/2022,V8101 EOIS 3D Small,D200,134766,7,6,1,45995,1
11/1/2022,V8201 EOIS 3D Medium,D200,1389013,48,37,7,291235,7
11/1/2022,V8211 EOIS 3D Medium w/Ceph,D200,122496,2,2,0,0,0
11/1/2022,Vaporizer,D300,91008,87,23,7,27522,26
11/1/2022,Ventilator,D300,24372,6,2,0,0,0
11/1/2022,VF-5,D300,3994,10,1,1,3994,10
11/1/2022,VME2,D300,1523,1,1,0,0,0
11/1/2022,VMS,D300,75182,33,13,5,22932,10
11/1/2022,VMS Plus,D300,204009,85,23,6,60690,25
11/1/2022,V-Top Surgery Table - All Models,D300,309848,104,53,12,77636,24
